"","x"
"1804","‚ÄòHouse of Cards‚Äô resumes filming without. .@KevinSpacey 
https://t.co/2pbdpVKuF9 https://t.co/VqAxqwhjIt"
"1805","@IndieWire #HouseOfCards sucks with @KevinSpacey"
"1806","@JoyAnnReid And @JoyAnnReid is the most gullible fool on Twitter. You think @HarveyWeinstein , @KevinSpacey ,‚Ä¶ https://t.co/gbOMyevjxW"
"1807","Production hiatus extended on ‚ÄòHouse of Cards‚Äô after @KevinSpacey  departure https://t.co/NphYWaXwZm"
"1808","@KevinSpacey Thank you for finally coming clean and coming out. I hope all the allegations come clean."
"1809","Normally I would say let @HouseofCards fade away w/o @KevinSpacey, but viewers deserve some closure for five years‚Ä¶ https://t.co/nAVuwVEBm0"
"1810","A short list of actors whose work I cannot support after 2017:

.@RealJamesWoods  
@BillCosby 
@KevinSpacey 
@SusanSarandon 

And Louis C.K."
"1811","The @HouseofCards hiatus continues amongst @kevinspacey sexual assault allegations. They're considering writing him‚Ä¶ https://t.co/yobGr1Hytt"
"1812","@CP24 What happened to you, @KevinSpacey? You were cool, but now, you're a perv just like Harvey Weinstein? WHY??? :("
"1813","@Rosie @karenryan2 @KevinSpacey Yes out people utilizing their influence to assault people, regardless of the numbe‚Ä¶ https://t.co/XjocI6nVKx"
"1814","@Rosie @KevinSpacey You knew? Then why didn't you act you fat fuck? You are guilty as well by omission"
"1815","@wholmes0809 @Rogue4_ @KevinSpacey Bro you can't seriously condone this behavior, unless your a fuck. Which based on your comment is likely"
"1816",".@HouseofCards filming to resume in two weeks but without @KevinSpacey https://t.co/s3an0WbMfX"
"1817","@KevinSpacey Don't make excuses for being a terrible human being. Do something about it"
"1818","@KevinSpacey why do you gotta be such a fucking scuzz bag. Disappointed that you are a pervert. Went from my favori‚Ä¶ https://t.co/AjGZUZXb2b"
"1819","@cowboyneok @JoyAnnReid Left/ DEMS = Hollywood/Weinstein
#LiberalPerverts
@AlFranken
@SenatorMenendez
@BillClinton‚Ä¶ https://t.co/XHq9uRAmYJ"
"1820","@KevinSpacey If you're really sorry hand yourself in to the police and tell them everything."
"1821","@KevinSpacey  hope you are doing well. I will continue to support you in your tough times of this media circus. 
Pa‚Ä¶ https://t.co/Lac84OjKTy"
"1822","@KevinSpacey went to...sex rehab? So, celebrities just spend a few months telling some quack about their fetishes a‚Ä¶ https://t.co/6K6ZRu7EOu"
"1823","Damn! I‚Äôd have thought Harry and @KevinSpacey might have married? https://t.co/IYhFylnobS"
"1824","@RichWisken @KevinSpacey You'll get cocked for that blomment"
"1825","@HouseofCards without @KevinSpacey ? Sorry, but I'm not interested!
#SupportKevinSpacey #KevinSpacey #HouseOfCards https://t.co/4xh9ztU2Od"
"1826","Daily @KevinSpacey is innocent tweet"
"1827","Unless you're @KevinSpacey. Then everyone is highly appreciating the absence. https://t.co/Y5SWzXCYJI"
"1828","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich whe‚Ä¶ https://t.co/8INXI5wxKE"
"1829","If you have a twitter checkmark, does that mean you're a sexual predator. Like @alfranken or @KevinSpacey ? Is this‚Ä¶ https://t.co/WkaQFIHaoj"
"1830","""How an abusive childhood at the hands of a vile Nazi father turned @KevinSpacey into 'a monster whose life was a l‚Ä¶ https://t.co/agICthSjbX"
"1831","@KevinSpacey To translate... I‚Äôm sorry I molested children whenever I was drunk. However, I am now gay so you should forgive me."
"1832","@RichWisken @KevinSpacey Or Cocked Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1833","@RichWisken @KevinSpacey You‚Äôll get blocked for that comment"
"1834","@netflix to resume @HouseofCards of production soon?
@KevinSpacey #TDH
https://t.co/CE5qG66B6y"
"1835","Hey @KevinSpacey, just letting you know that the Junior Eurovision Song Contest is on."
"1836","@KevinSpacey no matter how hard they try to ruin your reputation you will always be a legendary actor as one your f‚Ä¶ https://t.co/OhaRy0xQTA"
"1837","here @KevinSpacey uses less bog roll than ur da"
"1838","@ACurrentAffair9 @tracygrimshaw @Channel9 Sounds like @KevinSpacey"
"1839","@KevinSpacey  didnt abuse people, he was Gay.
#donburke didnt abuse anyone, he had Aspergers."
"1840","#HouseOfCards extends production hiatus for another two weeks following @KevinSpacey exit
https://t.co/JQ1b2URfjd"
"1841","@KevinSpacey I support you and love you we all do sending my love Ì†ΩÌ∏òÌ†ΩÌ∏ò‚ù§Ì†ΩÌ≤ìÌ†ΩÌ≤ïÌ†ΩÌ≤ñ"
"1842","@RealDB4Prez @KevinSpacey @kathygriffin @kathygriffin  She is just loony,  shaving her head. Selling her house. And‚Ä¶ https://t.co/CgvD2whO2M"
"1843","@rekha_navani @MarjorieFerrone @HarveyWeinstein @KevinSpacey @alfranken @johnconyers @rosemcgowan @LeeannTweeden‚Ä¶ https://t.co/iRltOujkA9"
"1844","@blondThought238 @KevinSpacey I wouldn't be surprised if he was killed by a deranged shooter with an illegally obta‚Ä¶ https://t.co/YS0zt9KYxg"
"1845","@RealDB4Prez  Guess #FrankUnderwood is @KevinSpacey character.  Never watched show. https://t.co/7MvCdLmfXa"
"1846","@torijelinek @NoniMovie @LauraLoomer @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Tal‚Ä¶ https://t.co/3QcZeRDC3R"
"1847","@netflix removed @LouisCKlive from their lineup but not @KevinSpacey?!?! That‚Äôs so hypocritical. It‚Äôs wrong. #takehouseofcardsoffnetflix"
"1848","@JennyTaft @KevinSpacey was drunk and doesn‚Äôt remember trying to seduce a young boy and he apologized for it if it‚Ä¶ https://t.co/12kcBrPK5H"
"1849","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Wha‚Ä¶ https://t.co/SiD8Ba4dn7"
"1850","@quickKthought @CupcakKe_rapper @KevinSpacey Drawing me fseeeee"
"1851","@traecrowder @KevinSpacey should have denied the accusations.. mob destroyed his career"
"1852",".@HarveyWeinstein is another man who used his power and status to violate woman.  @BillCosby, @charlierose,‚Ä¶ https://t.co/2N5x4rDypI"
"1853","@dannykanell @KevinSpacey didn‚Äôt remember anything that happened with a 14 year old boy, but he apologized for it i‚Ä¶ https://t.co/O2zZswAkgB"
"1854","@HouseofCards @netflix, to be honest, there is no HOC without @KevinSpacey. No matter what! You definitely can crea‚Ä¶ https://t.co/VA4FSiuAAf"
"1855","@quickKthought @CupcakKe_rapper @KevinSpacey KEVIN SPACEY SOSKSHHH"
"1856","I‚Äôm drunk what should I be doing @CupcakKe_rapper @KevinSpacey"
"1857","Wonder if @megynkelly gives @KevinSpacey a pass like she gave @JimmyComet aka #JamesAlefantis owner of‚Ä¶ https://t.co/Fnrl1zfvVb"
"1858","@KevinSpacey ""There was this lawyer, Ike Hea..."" https://t.co/YjCsX80bQj"
"1859","@KevinSpacey   ‚ÄúAdversity is the state in which man most easily becomes acquainted with himself, being especially f‚Ä¶ https://t.co/IYHcKqRIJU"
"1860","@torijelinek @NoniMovie @LauraLoomer @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Check ur sources Ì†ΩÌ±ç"
"1861","@NoniMovie @torijelinek @LauraLoomer @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Waiting !"
"1862","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Ple‚Ä¶ https://t.co/ba3QZkV1YE"
"1863","@SaurabhTurakhia @kh_Ibrar82 @SrBachchan Tell that to @KevinSpacey jeeeeez"
"1864","@KevinSpacey @jeffsessions @johnpodesta @CBSNews @NBCNews @TucsonSentinel @altdoj @AlternativeDOJ @ALT_DOJ‚Ä¶ https://t.co/EOi5z7Lvc4"
"1865","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Rea‚Ä¶ https://t.co/zM8F1qHknz"
"1866","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Oh‚Ä¶ https://t.co/fNMjTC6Df0"
"1867","Why has no one pointed out that @DifficultOnHulu S1E3 called out @charlierose just like they called out @KevinSpacey?

@Jezebel"
"1868","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich He‚Ä¶ https://t.co/x8rXcXyXFX"
"1869","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich He‚Ä¶ https://t.co/avf3m6NtXJ"
"1870","@KevinSpacey Your a child rapist...you POS!"
"1871","@netflix removing @KevinSpacey from #HouseOfCards if completely unnecessary."
"1872","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Diversion..."
"1873","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Pro‚Ä¶ https://t.co/xHd1JNEPgi"
"1874","@torijelinek @LauraLoomer @NoniMovie @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Yeah sure"
"1875","You know what @KevinSpacey? I still love you. You did wrong, but the amount of creation you delivered (including so‚Ä¶ https://t.co/nWo3i1p7Ki"
"1876","Can't even watch The Negotiator without cringing because of @KevinSpacey Ì†æÌ¥¢"
"1877","@robreiner And your take on Dem bank-roller and power broker Weiinstein? And ass-'n-breast grabber @SenFranken? And‚Ä¶ https://t.co/dz5DORVmpl"
"1878","@robreiner Rob you‚Äôre a good director
And a horrible political observer
Stick to what you know
Don‚Äôt be part of the‚Ä¶ https://t.co/zi2G5ECfHk"
"1879","@weciv01 @KevinSpacey Agree Ì†ºÌΩª"
"1880","@danielebel @KevinSpacey That is why it needs to be put on the shelf for awhile."
"1881","Writing out @KevinSpacey at this time won't work. https://t.co/0A3PMZAkBF"
"1882","Left/ DEMS = Hollywood/Weinstein
#LiberalPerverts
@AlFranken
@SenatorMenendez
@BillClinton
@TedKennedy
@JoeBiden‚Ä¶ https://t.co/P0ojdwusDR"
"1883","@TeesGupo @Kevaroo @KevinSpacey @albinokid No, It‚Äôs because I‚Äôm not an enabling idiot, making excuses for perverts‚Ä¶ https://t.co/OY0mhRCp53"
"1884","@Heyberto @Kevaroo @KevinSpacey @albinokid The only think I am DEFENDING is the fact that He was NOT Sexually Moles‚Ä¶ https://t.co/P7TBDXUe5y"
"1885","@AlFranken UNACCOUNTABLE
DENS have a DOUBLE STANDARD
LEFT/DEMS = Hollywood/Weinstein
#LiberalPerverts 
@BillClinton‚Ä¶ https://t.co/XgYt1x4AHn"
"1886","@jye_bur @scottyisretired @KevinSpacey The victim's testimony is proof enough! And if you can't add that to the MYR‚Ä¶ https://t.co/Xb3fqADRYo"
"1887","@CarolHelms @LauraLoomer @QueenOpara1luv @BillClinton @KevinSpacey You are absolutely correct. I made a mistake. My apologies."
"1888","@TeesGupo @Kevaroo @KevinSpacey @albinokid How does the time period make it ok? In no way was hitting on someone un‚Ä¶ https://t.co/KKBQGf9J4k"
"1889","@NoSheepleHere @Khalidafan @KevinSpacey Disgusting. Vile. Move out of the US @KevinSpacey. (I mean Fowler, Kevin Fo‚Ä¶ https://t.co/LiBL90rj6q"
"1890","@KevinSpacey made this what do you think?? https://t.co/zlKq3wMMfk"
"1891","@StarlitNovember @Rosie @IsaLeeWolf @karenryan2 @KevinSpacey Exactly! In the REAL world Renee, it's YOU who's the e‚Ä¶ https://t.co/ZbmNo5zIHg"
"1892","@HandOfCaliSea @00sa @KevinSpacey yikes, I guess he sent more than just the elevator downstairs?  

the sick pig he is"
"1893","This dodge by @WalshFreedom works about as well as @KevinSpacey ‚Äòs coming out https://t.co/hq0Mx4P9et"
"1894","@PrisonPlanet @shotgunss52 @KevinSpacey 
I happened to see Kevin Spacey in the Old Vic last night..
30 mins later,‚Ä¶ https://t.co/qPcscyfTtE"
"1895","@Talverion @Ico119 @WWERedsin You can't just yell tits or GTFO Ryan.  Look what happened to @KevinSpacey"
"1896",".@KevinSpacey scandal: @HouseofCards tells cast, crew it hopes to resume production soon. 

Are you excited that th‚Ä¶ https://t.co/fPqv0aqALl"
"1897","@ANeuman1 @LauraLoomer @QueenOpara1luv @BillClinton @KevinSpacey My remark was to the syntax of the sentence structure."
"1898","@CarolHelms @LauraLoomer @QueenOpara1luv @BillClinton @KevinSpacey Actually mam, me thinks thou does protest too mu‚Ä¶ https://t.co/VCb2sOWVsK"
"1899","@KevinSpacey @KevinSpacey 
Mr Spacey,
I love you as an actor and hope that you will come back on the stage as Frank‚Ä¶ https://t.co/HliLbfpCLP"
"1900","@TheWantedEmcees @cosmeclaire @WarriorforKids @ElisaYoder @hangthepedos @skiptowne61 @OpenThePrimary @hollylandes‚Ä¶ https://t.co/2NbjDWL5VI"
"1901","@BuzzKillKidd @LauraLoomer @BillClinton @KevinSpacey If you his lawyer I am not surprised you could spell a word li‚Ä¶ https://t.co/aTgklcST7O"
"1902","@LLspeaks28 @ABC @KevinSpacey I LOVE Kevin Spacey. One of the best actors in the field. Absolutely disgusted to hea‚Ä¶ https://t.co/q8J0mrrVIc"
"1903","@KevinSpacey ~ Hope you are doing well."
"1904","@ABC Damn you @KevinSpacey. I liked you and loved this show."
"1905","@LauraLoomer @vaugren @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Do you think ANYON‚Ä¶ https://t.co/yR70SOv22t"
"1906","@1_Rose_7 @WarriorforKids @KevinSpacey @HillaryClinton @BillClinton Oh my goodness. Never liked the freaky smirky f‚Ä¶ https://t.co/OscdUQWMBD"
"1907","@Heyberto @Kevaroo @KevinSpacey @albinokid A minor that was at an adult party in an adult mans bedroom after everyo‚Ä¶ https://t.co/ashDnJ72fB"
"1908","@LauraLoomer @BillClinton @KevinSpacey What? https://t.co/j4BxILGpF7"
"1909","hey @netflix a few accusation of unwanted advances 20 plus years ago matter, but four accusations of recent violent‚Ä¶ https://t.co/OSpUWJ59eL"
"1910","@TeesGupo @Kevaroo @KevinSpacey @albinokid You serious? He was a minor getting hit on by an adult. If Chris Hansen‚Ä¶ https://t.co/5KM3f9VItI"
"1911","@jesuiscanard @KevinSpacey Sent him some glossy 8x10s Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1912","@netflix @HouseofCards @KevinSpacey Since Mr. Spacey is seeking help, and if he apologizes and makes amends to his‚Ä¶ https://t.co/0SKL7SXJfe"
"1913","@LauraLoomer @Stateline69J @BillClinton @KevinSpacey With Hillary?"
"1914","@Heyberto @Kevaroo OK, but @KevinSpacey didn't sexually harass him. He put his leg over @albinokid leg.  And the ki‚Ä¶ https://t.co/vaQN8Rbw1e"
"1915","@RealJoeAmerican @FiveThirtyEight @HarveyWeinstein @RoyMooreSenator @KevinSpacey @SenFranken @CNN @FoxNews‚Ä¶ https://t.co/BLOoIyIpPl"
"1916","@KevinSpacey how are you doing? PM me if you like, to talk!! :)"
"1917","@KevinSpacey Only the elite can sexually abuse children and not end out in jail. If your sorry, oust the pedephile‚Ä¶ https://t.co/Din9zlQuAJ"
"1918","@AntonRubaclini @KevinSpacey Because you haven't borrowed my sledgehammer yet.  I'll bring it to you. No charge."
"1919","@THR @KevinSpacey  you really cocked this show up , loved it. Next time keep dick in pants springs to mind"
"1920","@KevinSpacey I‚Äôve admired your work for many years. I don‚Äôt care what u did in the past. There isn‚Äôt an episode of‚Ä¶ https://t.co/DKc3BRblkI"
"1921","@WayneDupreeShow Just more pond scum! @KevinSpacey Ì†æÌ¥Æ"
"1922","@KevinSpacey @FBI what y‚Äôall gettin into tn?"
"1923","@LauraLoomer @Jillibean557 @BillClinton @KevinSpacey @seanhannity @RealAlexJones @infowars @Cernovich Disgusting an‚Ä¶ https://t.co/kXknDxTfpY"
"1924","@TheWantedEmcees @Mrtimrock @realDonaldTrump @DanWarp @alfranken @KevinSpacey @HarveyWeinstein @SenatorMenendez‚Ä¶ https://t.co/pTAgirtDtJ"
"1925","@LauraLoomer @BillClinton @KevinSpacey What about all the tax dollars needed to sterilize the vehicle afterwards?"
"1926","@KevinSpacey Would you do me then if i am 20?"
"1927","@TValescu @_somebadpeople_ @KevinSpacey Woody Allen likes his girls like he likes his Whiskey.  8 years old and mixed up with coke."
"1928","@Rosie Are you aware that @potus is taking down the global child sex trafficking cabal that is linked to the Clinto‚Ä¶ https://t.co/EVtPMPNfY5"
"1929","@bratacat @tonyfelice @LauraLoomer @RealAlexJones @infowars @BillClinton @KevinSpacey Rick Scott?"
"1930","@realDonaldTrump @realDonaldTrump your are an alleged child rapist, so it makes sense you love @MooreSenate. You're‚Ä¶ https://t.co/4Aw3NvNAXm"
"1931","I don‚Äôt know if this is talking about Santa Claus or @KevinSpacey https://t.co/Fxdx2bIHqk"
"1932","Let‚Äôs we talk about how @KevinSpacey starred in the new #BillionaireBoysClub movie about a pedophile billionaire an‚Ä¶ https://t.co/MClMWhZV5J"
"1933","@BakedSoup @_somebadpeople_ @KevinSpacey Funny, I heard the same think about Woody Allen. Something about jerking o‚Ä¶ https://t.co/Xnsdfgdgk3"
"1934","i was gonna watch baby driver but then i found out @kevinspacey was in it Ì†ΩÌ∏ïÌ†ΩÌ∏ï guess i‚Äôll pass"
"1935","@FiveThirtyEight @HarveyWeinstein @RoyMooreSenator @KevinSpacey must go - shame on them.
@SenFranken should stay -‚Ä¶ https://t.co/hXrgrb0KPx"
"1936","@KevinSpacey horrible"
"1937","@TValescu @_somebadpeople_ I heard @KevinSpacey likes his women like he likes his wine.

12 years old and locked in the basement."
"1938","@bratacat @tonyfelice @VenicePaulie @LauraLoomer @RealAlexJones @infowars @BillClinton @KevinSpacey Handsome devil"
"1939","@Grandads_Ghost @1972whufc @PeteGilbert6 @paky__dave @Garethbowz @SirEddieOfFleas @suicide_san @_natmo‚Ä¶ https://t.co/oQ1m33hQEP"
"1940","@1972whufc @PeteGilbert6 @paky__dave @Iain_Mac77 @Garethbowz @SirEddieOfFleas @suicide_san @_natmo @Marco_P_Shite‚Ä¶ https://t.co/myTovecXLE"
"1941","@PeteGilbert6 @paky__dave @Iain_Mac77 @Grandads_Ghost @Garethbowz @SirEddieOfFleas @suicide_san @_natmo‚Ä¶ https://t.co/tn2oqlSDIU"
"1942","@PeteGilbert6 @paky__dave @Iain_Mac77 @Grandads_Ghost @1972whufc @SirEddieOfFleas @suicide_san @_natmo‚Ä¶ https://t.co/PGda0sXe6d"
"1943","@paky__dave @Iain_Mac77 @Grandads_Ghost @Garethbowz @1972whufc @SirEddieOfFleas @suicide_san @_natmo @Marco_P_Shite‚Ä¶ https://t.co/MidV3laCkM"
"1944","@paky__dave @Grandads_Ghost @PeteGilbert6 @Garethbowz @1972whufc @SirEddieOfFleas @suicide_san @_natmo‚Ä¶ https://t.co/SCLGk5lPUh"
"1945","@Iain_Mac77 @Grandads_Ghost @PeteGilbert6 @Garethbowz @1972whufc @SirEddieOfFleas @suicide_san @_natmo‚Ä¶ https://t.co/MUCH31PIpT"
"1946","@tonyschwartz They all know who all the D.C. Pedophiles are. @KevinSpacey @johnpodesta #Pizzagate #PIZZAGATEISREAL #alefantis"
"1947","@Iain_Mac77 @PeteGilbert6 @Garethbowz @paky__dave @1972whufc @SirEddieOfFleas @suicide_san @_natmo @Marco_P_Shite‚Ä¶ https://t.co/tn8LP9XsUj"
"1948","@KevinSpacey SCUMBAG"
"1949","@LauraLoomer @BillClinton @KevinSpacey ‚ÄúSources‚Äù Ì†ΩÌπÑ"
"1950","@mg_onthdl12 @LauraLoomer @BillClinton @KevinSpacey This is the CTR bot response - ignore that it‚Äôs gay. Look at th‚Ä¶ https://t.co/maVySgiZAi"
"1951","@LauraLoomer @BillClinton @KevinSpacey Sick sick sick!Ì†ΩÌ∏ùI can't believe all the perversion and filth that occupied o‚Ä¶ https://t.co/24SWVWVlYw"
"1952","@musicgirl77 @LauraLoomer @bzazzie @BillClinton @KevinSpacey Just like the Obamas."
